A,0.740224348,2.965156478,3.442474904,5.083580116,9.417223139,-6.643505955,9.624886494
A,0.766577801,3.070571572,3.506189284,7.298474898,13.03746277,-8.836192961,12.75259133
A,0.756549869,3.072980128,3.540165142,5.359912194,9.822824644,-7.058748085,10.42988004
A,0.763212751,2.997284941,3.571949409,6.283040964,11.67490979,-7.784171322,11.2377598
A,0.740917104,3.131325216,3.444895667,4.964657171,9.183008846,-6.688016909,9.778189009
A,0.765444194,3.036979443,3.538500103,6.312355341,-11.44593346,-8.014467246,11.34279595
A,0.746725613,3.126539249,3.555053133,5.085418172,9.409493792,-6.88782058,-10.28378435
A,0.759736076,3.037644207,3.532623104,6.007538912,-10.85407259,-7.794147352,11.04140669
A,0.748380449,3.002495106,3.631446317,5.303796546,9.772262344,-6.905393051,10.9769514
A,0.756685415,2.987111356,3.50864363,6.139146842,-10.97372835,-8.80275822,-11.62232737
A,0.746837082,3.028825646,3.574937808,5.221066732,9.62897342,-6.843566662,10.29446506
A,0.759794083,2.946647078,3.595822959,6.672408661,13.35381864,8.239821681,-11.80669919
A,0.74636667,2.919292538,3.597591764,5.237311728,9.660035327,-6.792300828,10.46478955
A,0.768108432,3.128634671,3.659442122,6.178117094,11.40845049,-7.743318213,11.15596851
A,0.736834761,2.897754537,3.482479105,5.172056714,9.529225948,-6.720578423,9.944635698
A,0.767935711,3.101323061,3.633732558,6.132793847,11.80766857,-7.687888695,11.02180169
A,0.749382146,3.137974441,3.5295334,5.123050524,9.449367198,-6.923333281,-11.42127228
A,0.766371618,3.101921515,3.524853927,6.59079152,11.74578399,-8.146019002,11.87000202
A,0.743170087,3.038529826,3.431431051,4.995244745,9.215721347,-6.724076441,9.953709697
A,0.765094188,3.072056936,3.547736602,6.846136016,12.47413964,-8.389120116,12.07515793
A,0.74421403,2.974861238,3.539009576,5.142445943,9.489225728,-6.772364566,10.26361946
A,0.760069498,2.983372155,3.559161126,5.762726163,10.6843776,-7.256397791,10.50143508
A,0.741822297,2.952132373,3.57022262,5.109111091,9.455087169,-6.750218024,10.22031417
A,0.761204212,3.008345881,3.569181611,5.620198171,10.56518829,-7.134285014,10.26313974
A,0.749194066,3.133736076,3.530932309,5.031718442,9.334791739,-6.716862722,9.823495308
A,0.763427343,3.008779757,3.62506245,6.079606422,-11.03893911,-7.796092744,11.13693645
A,0.748014571,3.084626977,3.54565221,4.899273577,9.159019772,-6.564051943,9.522731433
A,0.762949629,3.056912578,3.605905025,6.077261258,-11.25519176,-7.698688982,10.97071188
A,0.766201907,3.057928005,3.5468869,6.691448025,12.12241505,-8.221796581,11.86961051
A,0.766770945,3.213672238,3.574635343,5.895795453,10.66046425,-7.668312241,11.07938055
A,0.763761246,3.112449303,3.494670263,6.031859644,-12.77499944,-7.615192222,10.79514842
A,0.760909852,3.214547679,3.518843683,5.57156144,10.11877474,-7.424727046,11.13446829
A,0.739560255,3.117460991,3.452707611,5.280416117,9.647229131,-6.915716613,-11.11551336
A,0.762910323,3.036619841,3.503679982,6.072348123,-11.22598173,-7.654565811,10.90496414
A,0.737169149,3.088219925,3.447007931,5.229969864,9.588488378,-6.816199983,10.09593743
A,0.762818189,3.054569229,3.492308216,6.0696491,-11.085708,-7.690253993,10.94043473
A,0.763334664,3.098552968,3.575843168,5.916942775,11.14860417,-7.466846191,10.68791477
A,0.752598489,3.101114402,3.447306806,5.269023754,9.981897046,-6.822624846,9.674357684
A,0.765681602,3.095659421,3.57442297,6.254665353,12.62297156,-7.827458324,11.16947836
A,0.755958572,3.177620255,3.541303845,5.254182334,9.676272959,-6.949523713,10.13913511
A,0.74448896,3.1147539,3.553960902,5.0785348,9.41250522,-6.91470515,-9.947697503
A,0.768248655,3.019690654,3.600602047,6.648383324,12.84600096,-8.182823735,11.77443219
A,0.745557816,3.170003536,3.526330512,5.058684472,9.438943032,-7.130909689,-9.590342916
A,0.767545689,3.006446608,3.579685717,6.411526739,13.00009337,-7.933901504,11.40727454
B,0.698226297,2.569571159,3.79838952,5.64399046,10.67435796,-6.928776087,-10.42500052
B,0.699809719,2.424927836,3.962716025,5.140146525,-9.926316076,6.618581749,9.781560137
B,0.728961032,2.496503133,3.835640237,4.67881618,9.814048318,6.006409056,8.939886616
B,0.724762651,2.644021879,3.699900478,5.21952,-10.054604,6.785089593,9.721668126
B,0.719771184,2.453121683,4.060587558,4.984811257,-9.731900254,6.669605804,9.603004413
B,0.727120035,2.647782265,3.829117458,5.510449698,-10.21628721,7.92389973,10.58791168
B,0.740812961,2.521495534,3.735276941,4.919549196,9.608520314,6.23340327,9.29250105
B,0.70244392,2.474483944,4.109487563,4.958401166,-9.494277626,-6.590080927,-10.5186737
B,0.723907245,2.577820999,3.71183701,5.754104992,-10.48714485,-7.833986422,12.23651137
B,0.720892204,2.5144461,3.98290415,5.004797043,-9.946446825,6.440329722,9.528184043
B,0.734881276,2.585893485,3.61998315,4.843165562,9.673797653,6.223608063,9.088955915
B,0.719606283,2.349320956,3.697666059,4.640756788,9.102457429,5.878256506,8.875360822
B,0.736732048,2.59795206,3.769125769,5.112245777,10.33597459,6.491353165,9.55891062
B,0.722074948,2.503654164,3.823921657,4.563706146,9.730994311,5.927206582,8.759987626
B,0.750902644,2.755658965,3.876875345,5.212351324,-10.06666675,6.873164105,9.816618619
B,0.723128503,2.449924335,4.115701629,4.814881857,-10.06596582,6.296945859,9.286076418
B,0.732044032,2.562214902,3.633163003,5.234864255,10.07001564,6.530394213,9.70613445
B,0.713386388,2.461357545,4.013720965,4.856504593,-9.598952899,6.437690273,9.352024939
B,0.743228551,2.62502663,3.830900156,4.992703978,-9.879147598,6.641971655,9.430394269
B,0.709808115,2.340896337,3.845072158,4.48651499,-10.13299961,5.836031894,8.652546034
B,0.739225746,2.578200719,3.768387316,4.974969285,-10.01017652,6.635125458,9.357121976
B,0.708748558,2.324563342,3.87451672,4.528974307,-10.89794965,5.863581516,8.730729874
B,0.723298743,2.439389365,4.202890124,4.540068271,-9.267913704,6.190671499,8.958315707
B,0.725811787,2.571845549,3.765901022,5.101386004,-9.535029765,-6.907875379,12.50640934
B,0.730967629,2.624931497,3.521771236,4.98773929,-10.31181508,6.482588497,9.244078338
B,0.72125258,2.541517612,3.886464954,4.870202141,10.01369802,6.187788613,9.25503569
B,0.721126266,2.427118064,4.1766946,4.570934863,-9.23734961,6.306507181,9.010103284
B,0.728756988,2.547332332,3.603609331,4.799561012,-9.998776547,6.337464747,9.003352655
B,0.733549474,2.597778533,3.72914349,4.936882742,9.767938594,6.33141005,9.292993169
B,0.711852606,2.422532157,3.975972714,5.389918845,-10.71036975,6.794061467,10.08470963
B,0.706872159,2.598570262,3.700315893,6.261605829,11.45428699,-7.96553844,11.34538867
B,0.711132489,2.4238052,4.018132242,4.771785965,-9.507630017,6.24452018,9.217404382
B,0.702266144,2.412606528,3.742140181,4.628375546,-10.31762098,5.974830313,8.81384671
B,0.710825557,2.486900941,3.712575618,5.207101337,-9.708653225,7.668298026,10.04570205
B,0.745390803,2.620952987,3.623204469,4.940538572,9.63180766,6.356698346,9.258154972
B,0.730060349,2.494908895,3.971440625,4.891935799,-9.834362844,6.275093601,9.345341687
B,0.747463266,2.620604817,3.761010226,4.932930782,9.75682462,6.418052414,9.305502301
B,0.728696467,2.503633788,3.891607704,4.763447472,-9.584978345,6.171351738,9.114530446
B,0.688021583,2.513380594,3.679837077,6.913589941,-12.4414224,8.422353594,12.30216779
B,0.697487542,2.406226948,3.981404002,4.692142502,-9.565644521,6.113525637,9.048072083
C,0.539211265,1.947648985,2.181593538,2.531337475,5.028091567,3.505463246,-5.049049905
C,0.622348603,2.240120126,2.607031817,3.236586508,6.394590492,4.362505608,-6.247633939
C,0.667218842,2.610960823,2.823157723,3.677500692,-7.0195039,5.709723567,-7.159310755
C,0.574840864,2.15813879,2.273683409,2.930344308,5.660375795,4.010309546,-5.707973645
C,0.539057464,2.123053033,2.152359014,2.794083535,5.571542619,3.871458073,-5.328715351
C,0.544384791,2.112390929,2.141587343,2.701066612,5.521801916,3.781156553,-5.159975389
C,0.689437391,2.692457448,2.936091775,3.930288037,-7.366556581,-5.987672928,-8.289213282
C,0.439147282,2.816073709,5.257973583,4.36178497,9.537809706,5.770361724,-9.216146477
C,0.696926891,2.689047365,2.941108901,3.964129536,-7.427114028,-6.389200625,-8.082497532
C,0.583389369,2.225439496,2.353901229,2.927016443,5.74637421,4.042251965,-5.692891243
C,0.448067127,2.957912818,4.083223358,3.998067438,8.062478054,5.52737248,-8.530893339
C,0.604489908,2.262047971,2.41335535,3.017231167,6.007248807,4.153992888,-5.804521565
C,0.562262254,2.176552412,2.266243203,2.988166717,5.909165115,4.090107394,-5.680307833
C,0.624563998,2.466709422,2.705113895,3.329552057,-6.438988154,5.042654833,-6.577551277
C,0.518877856,1.899807152,2.20892294,2.646293293,5.419191209,3.605583275,-5.123418004
C,0.561366081,2.193452743,2.3232677,3.067247104,5.994420885,4.172396184,-5.853950086
C,0.540583702,1.928920084,2.348372524,2.920398779,5.747543357,3.888587348,-5.66995047
C,0.337356156,3.092588406,3.974364029,3.848312163,7.787311841,-5.409291504,8.220772895
C,0.614613789,2.589752764,2.61601235,3.42906244,-6.633444187,5.192298088,-6.574740897
C,0.604808314,2.30843818,2.463073802,3.350954814,6.544345482,4.518874107,-6.32555134
C,0.518645224,1.909095371,2.290296367,2.763074762,5.46251492,3.721478813,-5.420103326
C,0.471643833,1.792341546,1.945725822,2.368526396,4.749996426,3.265702774,-4.621171483
C,0.648281773,2.584372583,2.752882231,3.562646993,-6.841120165,5.447587286,-6.905485344
C,0.553799642,2.157412292,2.285527823,2.96468787,5.852511074,4.058024686,-5.666702132
C,0.538846541,2.066167596,2.271145727,2.857678361,5.916730573,3.921472099,-5.445572936
C,0.699676517,2.956856685,2.936699613,3.989147559,-7.458391227,6.742346518,-8.223239295
C,0.527770284,2.066127698,2.119470236,2.688650471,5.509671484,3.727823798,-5.127129757
C,0.593744949,2.348183453,2.373379609,3.156209022,6.138619721,4.334106157,-6.020330816
C,0.547972888,2.065312108,2.277627029,2.908780298,5.797760249,3.957309701,-5.566233197
C,0.538022129,2.102132542,2.14400383,2.574442354,5.235495049,3.626161455,-4.995868931
C,0.636329893,2.606998695,2.744017618,3.448299065,-6.629539357,5.322356123,-6.789069573
C,0.409416498,2.981626679,5.044300984,3.351345078,7.774921181,4.864046096,-7.643912402
C,0.684888326,2.824764058,2.862835951,3.773445653,-7.097362959,-5.631443997,7.882012927
C,0.54277313,2.101726016,2.220559731,2.775321942,5.544890126,3.833820933,-5.346489679
C,0.497548405,2.018351009,1.996571073,2.396033125,4.890133033,3.410905358,-4.655892767
C,0.614252009,2.29027311,2.457704307,3.360944104,6.544695584,4.527191371,-6.342382363
C,0.715393346,2.506677438,2.919129865,4.449399831,8.168599727,5.709331247,-8.54764456
C,0.516655776,1.984153361,2.148244862,2.612657771,5.307872152,3.624709121,-5.051187218
C,0.632197345,2.464852716,2.610225587,3.447291263,-6.573344995,5.295871801,-6.697215155
C,0.512212425,1.967777754,2.118028045,2.617896411,5.246098509,3.60530737,-5.063825727
C,0.394254061,3.337182962,3.964653707,3.614222903,7.491052948,6.188996004,7.643535552
C,0.621990958,2.147928489,2.635728557,3.216890107,6.249486163,4.290931025,-6.349317091
C,0.563185966,1.993170703,2.354992294,2.762521417,5.524406054,3.759994101,-5.429474375
C,0.66946102,2.709628731,2.815758884,3.763473118,-7.099437429,5.865115484,-7.411211446
C,0.565842037,2.123663326,2.230112564,2.902347029,5.593980191,3.966293099,-5.647491873
C,0.693117298,2.804183224,2.845568171,3.870014819,-7.25374985,6.031957965,-7.70201152
C,0.569838886,2.122509889,2.351112741,2.957051117,5.864985692,4.028348323,-5.691918418
C,0.612163551,2.295757288,2.501843902,3.387275664,6.590486212,4.539230895,-6.410492595
C,0.540695594,1.974634511,2.222046935,2.797919308,5.614636245,3.785391138,-5.368503339
C,0.544348579,2.008235454,2.232610068,2.806491687,5.561608056,3.830333864,-5.415601399
C,0.499969212,1.867386235,1.903597366,2.341154542,4.713399758,3.282407269,-4.546135254
C,0.555546057,2.068203747,2.246270123,2.924845332,5.684603399,3.971091685,-5.639563995
